Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Five-year EVCS Rollout Plan,065CS121401,RFP,2021/08/23,4,2021/08/26,AES Engineering,Vancouver,British Columbia,Canada,"$200,000.00",2021/10/25
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Five-year EVCS Rollout Plan,065CS121401,RFP,2021/08/23,4,2021/08/26,AES Engineering,Vancouver,British Columbia,Canada,"$200,000.00",2021/10/25
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFQ - Seismic Retrofit of 4 Upper Levels Highway Bridges,RFQ 20210630,RQU,2021/06/30,1,2021/07/21,T.Y. LIN INTERNATIONAL CANADA INC.,Vancouver,British Columbia,Canada,"$1,450,000.00",2021/10/21
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,SRFP for hydrogeologic interpretation & aquifer mapping - NE BC,GS22JHQ050,SRFP,2021/08/30,1,2021/09/10,Worley Canada Services Ltd. (operating as Advisian),Vancouver,British Columbia,Canada,"$37,500.00",2021/10/19
Ministry of Attorney General,Ministry of Attorney General,RFP ON-003686 Anti-Racism Engagement Lead,ON-003686,RSA,2021/09/10,2,2021/09/27,DPM Consulting,Vancouver,British Columbia,Canada,"$150,000.00",2021/10/12
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Legislative Review of Contaminated Sites Climate Preparedness ,12586,SRFP,2021/08/19,1,2021/09/08,Core6 Environmental Ltd,Vancouver,British Columbia,Canada,"$49,500.00",2021/10/06
"Ministry of Energy, Mines, and Low Carbon Innovation","Ministry of Energy, Mines, and Low Carbon Innovation",Tahltan-BC LUP Stakeholder Community Engagement Graphic Design,12582,RFP,2021/08/17,1,2021/08/20,Roodenburg Design Consultants Inc.,Vancouver,British Columbia,Canada,"$30,000.00",2021/10/04
Procurement Services Branch,Ministry of Citizens' Services,Jira Service Management (Server) Renewal - 50 Agents,ITQ-006793,Itq,2021/09/28,2,2021/09/28,Softchoice LP,Vancouver,British Columbia,Canada,"$15,889.39",2021/10/04
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFP Multi-disciplinary Design Teams Hwy 1 264th St to Whatcom Rd,12405,RFP,2021/07/02,5,2021/07/09,Associated Engineering,Vancouver,British Columbia,Canada,"$75,000,000.00",2021/10/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Groups Consultation and Accommodation Advisors,PLMB-FNA-14062021,RFP,2021/07/22,2,2021/08/03,WSP Canada Inc.,Vancouver,British Columbia,Canada,"$500,000.00",2021/10/01
Ministry of Municipal Affairs,Ministry of Municipal Affairs,RFP for Parking Enforcement Services,RFP22UEL03,RFP,2021/08/19,6,2021/08/30,THE BRITISH COLUMBIA CORPS OF COMMISSIONAIRES,VANCOUVER,British Columbia,Canada,"$117,500.00",2021/10/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Maintenance - Kettle Valley Rail Trail - Bellevue,EN22474032,ITT,2021/10/13,2,2021/10/18,Solano Resources Inc.,Vernon,British Columbia,Canada,"$82,825.00",2021/11/03
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Telescopic Meteorological Tower,ITQ-006774,Itq,2021/08/24,0,2021/09/02,Aluma Tower Company Inc,Vero Beach,Florida,United States,"$7,849.31",2021/11/03
Procurement Services Branch,Ministry of Citizens' Services,"BEA1-18505GB-GN	1YR NETCLOUD BRANCH 5G W1850 ADAPTOR & PERP ESSE",ITQ-006876,Itq,2021/12/16,2,2021/12/21,Telus Communications Inc.,Victoria,British Columbia,Canada,"$718,960.76",2021/12/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Janitorial Services for Fort St John Fire Zone Office,10005-40/GS22PGE0061,ITQ,2021/11/17,1,2021/11/30,"COOKE, ALYSSA DBA AMC COMMERCIAL CLEANING",Victoria,British Columbia,Canada,"$7,000.00",2021/12/15
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Well Decommissioning North Coast Skeena Parks ,CP22SME022,ITQ,2021/11/19,1,2021/12/09,Double D Drilling Ltd.,Victoria,British Columbia,Canada,"$17,416.00",2021/12/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Operational Water Budgets for Mill Bay and Cobble Hill,GS22NAN420,SRFP,2021/12/01,2,2021/12/07,Western Water Associates Ltd.,Victoria,British Columbia,Canada,"$49,915.00",2021/12/14
Ministry of Citizens' Services,Ministry of Citizens' Services,"ON-003710 COOLING TOWERS UPGRADES 1515 BLANSHARD STREET,Victoria",ON-003710,ITT,2021/12/01,12,2021/12/06,Aral Construction (2014) Ltd.,Victoria,British Columbia,Canada,"$980,000.00",2021/12/13
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Egmont Road Fuel Management Operational Treatment,GS22LMN192,ITT,2021/12/01,3,2021/12/07,4C Forestry Ltd.,Victoria,British Columbia,Canada,"$256,222.10",2021/12/07
Ministry of Health,Ministry of Health,BC School Food Guidelines Consultation,SRFPHL2022-006,SRFP,2021/10/29,2,2021/11/02,M. McBride & Associates Management Consulting Inc,Victoria,British Columbia,Canada,"$29,700.00",2021/12/07
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Method Estimating the Co-benefits and harms of Climate Policy,GS22JHQ096,SRFP,2021/11/02,6,2021/11/08,WSP Canada Inc.,Victoria,British Columbia,Canada,"$74,500.00",2021/12/02
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Methodology Estimating the Effects of Climate Policy on GHGs,GS22JHQ097,SRFP,2021/11/02,4,2021/11/08,Licker Geospatial,Victoria,British Columbia,Canada,"$145,000.00",2021/12/02
Ministry of Citizens' Services,Ministry of Citizens' Services,RFP Development of Community Information Tool CIT 4.0,OCIO-CON0011,RFP,2021/11/10,2,2021/11/18,Sierra Systems Group Inc,Victoria,British Columbia,Canada,"$250,000.00",2021/12/02
Ministry of Municipal Affairs,Ministry of Municipal Affairs,Salt Spring Island Watershed Stewardship and Protection Strategi,RFP-2021.005,RFP,2021/09/13,1,2021/10/08,Econics Services Inc,Victoria,British Columbia,Canada,"$20,000.00",2021/12/01
Procurement Services Branch,Ministry of Citizens' Services,"Zephyr Squad - Test Management for JIRA (Server), 500 Users. ",ITQ-006846,Itq,2021/11/18,1,2021/11/23,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$15,680.00",2021/11/29
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Skeena Stakeholder Roundtable,CS21RSK033SF,RFP,2021/10/20,2,2021/11/15,Two Worlds Consulting,Victoria,British Columbia,Canada,"$49,975.00",2021/11/26
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",GSA22CP009 Setting Gdw Allocation Extraction Limits & Improving ,GSA22CP009,SRFP,2021/11/08,0,2021/11/23,Western Water Associates Ltd.,Victoria,British Columbia,Canada,"$99,890.00",2021/11/26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Together for Wildlife Regional Action Plan Template,CS22NRH1982,RFP,2021/10/05,1,2021/10/22,YUNI Environmental Consulting,Victoria,British Columbia,Canada,"$23,000.00",2021/11/23
Ministry of Attorney General,Ministry of Attorney General,Performance Audit of Technical Safety BC,12690,RFP,2021/09/20,2,2021/10/08,MNP LLP,Victoria,British Columbia,Canada,"$169,000.00",2021/11/22
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",HR Management 2021,1070-30/OT22FHQ164,SRFP,2021/08/31,1,2021/09/10,Kathleen Noble dba K. Noble HR Consulting,Victoria,British Columbia,Canada,"$75,000.00",2021/11/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Coastal Fire Centre – Feasibility Study,SRFP22BCWSHQ008,RFP,2021/10/19,1,2021/10/26,WSP Canada Inc.,Victoria,British Columbia,Canada,"$25,190.00",2021/11/09
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",Business Services for Agritech Enterprises,GS22AGR092,RFP,2021/08/16,0,2021/09/13,Investment Agriculture Foundation,Victoria,British Columbia,Canada,"$175,000.00",2021/11/03
Ministry of Citizens' Services,Ministry of Citizens' Services,Professional Construction Management Services,ON-003693,RFP,2021/10/19,3,2021/10/21,Century Group Inc.,Victoria,British Columbia,Canada,"$306,140.00",2021/11/03
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Greenhouse Gas Emissions - Off Road Transport,GS22JHQ083,RFP,2021/10/04,3,2021/10/11,Licker Geospatial Consulting,Victoria,British Columbia,Canada,"$53,750.00",2021/11/02
Procurement Services Branch,Ministry of Citizens' Services,Cisco Networking Equipment (Victoria BC),ITQ-006821,Itq,2021/10/13,1,2021/10/18,Telus Communications Inc.,Victoria,British Columbia,Canada,"$408,069.65",2021/11/01
Procurement Services Branch,Ministry of Citizens' Services,"Git Integration for JIRA (Server), 500 Users: Commercial License",ITQ-006828,Itq,2021/10/21,0,2021/10/29,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$4,816.00",2021/11/01
Ministry of Citizens' Services,Ministry of Citizens' Services,Lean Services- Request for Standing Arrangement,ON-003688,RSO,2021/09/16,1,2021/09/29,PricewaterhouseCoopers LLP,Victoria,British Columbia,Canada,$0.00,2021/11/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Design Delivery and Installation of a new warehouse building,RFP22BCWSHQ006,RFP,2021/10/19,1,2021/10/20,Stoic Industries Construction Management Inc.,Victoria,British Columbia,Canada,"$324,605.00",2021/10/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS22LMN191 SCNRD Fuel Management Prescriptions,GS22LMN191,ITT,2021/10/14,3,2021/10/22,B.A. Blackwell Ltd.,Victoria,British Columbia,Canada,"$17,048.00",2021/10/22
Ministry of Education,Ministry of Education,ShareEdBC Operational Management and Support,ON-003643,RFP,2021/07/09,3,2021/07/15,IBM Canada Ltd.,Victoria,British Columbia,Canada,"$3,600,000.00",2021/10/22
Procurement Services Branch,Ministry of Transportation and Infrastructure,JIRA License renewals (Victoria BC),ITQ-006783,Itq,2021/09/21,3,2021/09/24,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$85,607.20",2021/10/20
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,SRFP for hydrogeologic interpretation & aquifer mapping,GS22JHQ059,SRFP,2021/08/30,1,2021/09/10,Worley Canada Services Ltd.,Victoria,British Columbia,Canada,"$34,750.00",2021/10/19
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Atlassian Jira product renewals,ITQ-006813,Itq,2021/10/04,0,2021/10/13,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$86,740.47",2021/10/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Replacement of Metal Doors on the Service Building CLRS,MW22JHQ014,ITT,2021/08/17,0,2021/09/08,Homeguard Building Inspections,Victoria,British Columbia,Canada,"$5,500.00",2021/10/12
Ministry of Attorney General,Ministry of Attorney General,RFP ON - 003678 Anti-Racism Indigenous Engagement Lead,ON-003678,RFP,2021/09/20,3,2021/09/27,Quintessential Research Group,Victoria,British Columbia,Canada,"$300,000.00",2021/10/08
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Drawing Processing and Structure Data Entry,CMB20210831,SRFP,2021/09/02,1,2021/09/14,McCall Engineering Ltd,Victoria,British Columbia,Canada,"$100,000.00",2021/10/06
Ministry of Children and Family Development,Ministry of Children and Family Development,Family Support 100 Mile House,MCFD-13-2021,SRFP,2021/08/10,2,2021/08/23,Axis Family Resources Society,Victoria,British Columbia,Canada,"$200,000.00",2021/10/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Groups Consultation and Accommodation Advisors,PLMB-FNA-14062021,RFP,2021/07/22,2,2021/08/03,Cornerstone Planning Group,Victoria,British Columbia,Canada,"$500,000.00",2021/10/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Groups Consultation and Accommodation Advisors,PLMB-FNA-14062021,RFP,2021/07/22,2,2021/08/03,Two Worlds Consulting Ltd.,Victoria,British Columbia,Canada,"$500,000.00",2021/10/01
Ministry of Citizens' Services,Ministry of Citizens' Services,Lean Services- Request for Standing Arrangement,ON-003688,RSO,2021/09/16,1,2021/09/29,"Berlin, Eaton & Associates Ltd.",Victoria,British Columbia,Canada,$0.00,2021/11/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",PRINCE GEORGE DISTRICT WILDFIRE RISK REDUCTION TACTICAL PLAN,CS22DPG735,ITQ,2021/09/16,3,2021/09/27,Frontera Forest Solutions Inc.,West Vancouver,British Columbia,Canada,"$94,425.00",2021/10/21
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Tatshenshini Park Interpretive Signs,CP22SME017,ITQ,2021/10/14,1,2021/10/28,Tarius Design,Whitehorse,Yukon,Canada,"$5,516.38",2021/11/04
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Tatshenshini Park Interpretive Signs,CP22SME017,ITQ,2021/10/14,1,2021/10/28,Paul Gowdie dba Tarius Design,Whitehorse,Yukon,Canada,"$5,516.38",2021/11/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SFRFP-Williams Lake IFB_27a & IFB_27b South Lakeside Wildfire ,FI22DCC009,SRFP,2021/10/28,1,2021/11/01,Skywest Enviromental Inc.,Williams Lake,British Columbia,Canada,"$126,860.38",2021/11/08
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",***REQUOTE 2***  MEDUIM DUTY ATV - 1 UNIT - CASTLEGAR,ITQ-006795RR,Itq,2021/10/26,0,2021/11/04,Spectra Power Sports Ltd,Williams Lake,British Columbia,Canada,"$11,911.20",2021/11/08
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Beaver Valley Millsite No. 1948,25337MN0000,MOTITT,2021/10/21,1,2021/10/27,Peterson Contracting Ltd,Williams Lake,British Columbia,Canada,"$81,300.00",2021/11/03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Dog Creek Chimney Valley WRR Fuel Management Treatment– IFB_05 S,FI22DCC005,ITT,2021/10/07,5,2021/10/08,Nilsson Select Contracting Ltd.,Williams Lake,British Columbia,Canada,"$463,760.00",2021/10/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fox Mountain And White Road Wildfire Risk Reduction Prescribed ,FI22DCC006,ITT,2021/09/27,2,2021/10/01,Technapro Forest Management Inc.,Williams Lake,British Columbia,Canada,"$19,000.00",2021/10/11
Procurement Services Branch,Ministry of Citizens' Services,Cisco Solid State Drives (Victoria BC),ITQ-006814,Itq,2021/10/12,2,2021/10/15,Powerland Computers Ltd.,Winnipeg,Manitoba,Canada,"$10,669.86",2021/10/18
